Title,Price,Brand,Model,Year of Manufacture,Engine capacity,Mileage,Bike Type,Condition,Trim / Edition,Location,URL
Bajaj CT100 2007,"Rs 240,000",Bajaj,CT100,2007,100 cc,"127,503 km",Motorbikes,Used,Bajaj,Marawila,https://ikman.lk/en/ad/bajaj-ct100-2007-for-sale-puttalam-192
TVS XL Super 2018,"Rs 180,000",TVS,XL Super,2018,70 cc,"35,000 km",Scooters,Used,2018,Jaffna City,https://ikman.lk/en/ad/tvs-xl-super-2018-for-sale-jaffna
TVS Sport 110 2025,"Rs 185,000",TVS,Sport,2025,110 cc,0 km,Motorbikes,Brand New,110,Talagala,https://ikman.lk/en/ad/tvs-sport-110-2025-for-sale-kalutara-61
TVS Sport 110 2025,"Rs 185,000",TVS,Sport,2025,110 cc,0 km,Motorbikes,Brand New,110,Bandaragama,https://ikman.lk/en/ad/tvs-sport-110-2025-for-sale-kalutara-62
Honda PCX160 2025,"Rs 1,950,000",Honda,PCX160,2025,160 cc,0 km,Scooters,Brand New,,Kadawatha,https://ikman.lk/en/ad/honda-pcx160-2025-for-sale-gampaha-37
TVS Ntorq 125 Brand New 2026,"Rs 174,900",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Piliyandala,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-574
Honda Dream Yuga 2012,"Rs 380,000",Honda,Dream Yuga,2012,110 cc,"10,439 km",Motorbikes,Used,2012,Kandana,https://ikman.lk/en/ad/honda-dream-yuga-110-cc-2012-for-sale-gampaha
Hero Xoom Combat Brand New 2026,"Rs 215,970",Hero,Xoom Combat,2026,110 cc,0 km,Scooters,Brand New,Brand New,Angoda,https://ikman.lk/en/ad/hero-xoom-combat-brand-new-2026-for-sale-colombo
Honda Activa 110 2013,"Rs 287,000",Honda,Activa,2013,110 cc,"41,277 km",Scooters,Used,110,Ja-Ela,https://ikman.lk/en/ad/honda-activa-110-2013-for-sale-gampaha-7
Hero Xtreme 125R Brand new 2025,"Rs 233,000",Hero,Xtreme 125R,2025,125 cc,0 km,Motorbikes,Brand New,Brand new,Hanwella,https://ikman.lk/en/ad/hero-xtreme-125r-brand-new-2025-for-sale-colombo-38
Bajaj Discover 125 2010,"Rs 270,000",Bajaj,Discover 125,2010,150 cc,"67,079 km",Motorbikes,Used,,Chavakachcheri,https://ikman.lk/en/ad/bajaj-discover-125-2010-for-sale-jaffna
Hero Hunk 160R Brand new 2025,"Rs 273,000",Hero,Hunk 160R,2025,160 cc,0 km,Motorbikes,Brand New,Brand new,Hanwella,https://ikman.lk/en/ad/hero-hunk-160r-brand-new-2025-for-sale-colombo-50
Hero Xoom 110 Brand New 2026,"Rs 209,700",Hero,Xoom 110,2026,110 cc,0 km,Scooters,Brand New,Brand New,Angoda,https://ikman.lk/en/ad/hero-xoom-110-brand-new-2026-for-sale-colombo-6
Bajaj XCD 125 2009,"Rs 180,000",Bajaj,XCD,2009,125 cc,"50,000 km",Motorbikes,Used,125,Kandy City,https://ikman.lk/en/ad/bajaj-xcd-125-2009-for-sale-kandy-54
Bajaj Pulsar 180 2008,"Rs 220,000",Bajaj,Pulsar 180,2008,180 cc,"51,542 km",Motorbikes,Used,180,Negombo,https://ikman.lk/en/ad/bajaj-pulsar-180-palsar-180cc-2008-for-sale-gampaha
TVS Scooty Zest 2016,"Rs 345,000",TVS,Scooty Zest,2016,110 cc,"104,000 km",Scooters,Used,2016,Minuwangoda,https://ikman.lk/en/ad/tvs-scooty-zest-1st-owner-2016-for-sale-gampaha
Hero Dash 2017,"Rs 235,000",Hero,Dash,2017,110 cc,"25,000 km",Scooters,Used,2017,Delgoda,https://ikman.lk/en/ad/hero-dash-vx-2017-for-sale-gampaha-11
Yamaha FZ V1 2012,"Rs 515,000",Yamaha,FZ,2012,153 cc,"56,000 km",Motorbikes,Used,V1,Gampola,https://ikman.lk/en/ad/yamaha-fz-version1-2012-for-sale-kandy
Hero XOOM 125R Brand New 2026,"Rs 248,970",Hero,XOOM 125R,2026,125 cc,0 km,Scooters,Brand New,Brand New,Angoda,https://ikman.lk/en/ad/hero-xoom-125r-brand-new-2026-for-sale-colombo-6
Hero Hunk 160R Brand New 2026,"Rs 272,970",Hero,Hunk 160R,2026,160 cc,0 km,Motorbikes,Brand New,Brand New,Angoda,https://ikman.lk/en/ad/hero-hunk-160r-brand-new-2026-for-sale-colombo-4
Hero Xtreme 125R ABS Efi 2026,"Rs 233,070",Hero,Xtreme 125R,2026,125 cc,0 km,Motorbikes,Brand New,ABS Efi,Angoda,https://ikman.lk/en/ad/hero-xtreme-125r-abs-efi-2026-for-sale-colombo-1
Bajaj Pulsar NS200 brand new 2025,"Rs 515,000",Bajaj,Pulsar NS200,2025,200 cc,0 km,Motorbikes,Brand New,bajaj brand new,Nawala,https://ikman.lk/en/ad/bajaj-pulsar-ns200-brand-new-2025-for-sale-colombo-227
Bajaj Pulsar N125 2025,"Rs 322,500",Bajaj,Pulsar N125,2025,125 cc,0 km,Motorbikes,Brand New,,Negombo,https://ikman.lk/en/ad/bajaj-pulsar-n125-2025-for-sale-gampaha-305
Bajaj Pulsar NS200 brand new 2025,"Rs 515,000",Bajaj,Pulsar NS200,2025,200 cc,0 km,Motorbikes,Brand New,brand new bajaj,Colombo 9,https://ikman.lk/en/ad/bajaj-pulsar-ns200-brand-new-2025-for-sale-colombo-226
Bajaj Pulsar N160 brand new premium 2025,"Rs 463,000",Bajaj,Pulsar N160,2025,160 cc,0 km,Motorbikes,Brand New,brand new premium ,Wellampitiya,https://ikman.lk/en/ad/bajaj-pulsar-n160-brand-new-premium-2025-for-sale-colombo-61
Bajaj Pulsar N160 premium brand new 2025,"Rs 458,000",Bajaj,Pulsar N160,2025,160 cc,0 km,Motorbikes,Brand New,premium brand new,Wellampitiya,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-brand-new-2025-for-sale-colombo-4
Bajaj Pulsar N160 brand new 2025,"Rs 408,000",Bajaj,Pulsar N160,2025,160 cc,0 km,Motorbikes,Brand New,brand new bajaj,Kotte,https://ikman.lk/en/ad/bajaj-pulsar-n160-brand-new-2025-for-sale-colombo-512
Bajaj Pulsar N160 brand new 2025,"Rs 413,000",Bajaj,Pulsar N160,2025,160 cc,0 km,Motorbikes,Brand New,brand new bajaj,Colombo 3,https://ikman.lk/en/ad/bajaj-pulsar-n160-brand-new-2025-for-sale-colombo-511
Hero HF Deluxe Brand New 2026,"Rs 173,370",Hero,HF Deluxe,2026,100 cc,0 km,Motorbikes,Brand New,Brand New,Wellampitiya,https://ikman.lk/en/ad/hero-hf-deluxe-brand-new-2026-for-sale-colombo-1
Bajaj Pulsar N125 brand new 2025,"Rs 328,000",Bajaj,Pulsar N125,2025,125 cc,0 km,Motorbikes,Brand New,bajaj brand new,Rajagiriya,https://ikman.lk/en/ad/bajaj-pulsar-n125-brand-new-2025-for-sale-colombo-68
Bajaj Pulsar N125 brand new 2025,"Rs 328,000",Bajaj,Pulsar N125,2025,125 cc,0 km,Motorbikes,Brand New,brand new bajaj,Kolonnawa,https://ikman.lk/en/ad/bajaj-pulsar-n125-brand-new-2025-for-sale-colombo-69
TVS Ntorq 125 2026,"Rs 179,900",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,2026 TVS,Colombo 10,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-490
Bajaj Pulsar N160 brand new 2025,"Rs 408,000",Bajaj,Pulsar N160,2025,160 cc,0 km,Motorbikes,Brand New,brand new bajaj,Kotte,https://ikman.lk/en/ad/bajaj-pulsar-n160-brand-new-2025-for-sale-colombo-512
Bajaj Pulsar N160 brand new 2025,"Rs 413,000",Bajaj,Pulsar N160,2025,160 cc,0 km,Motorbikes,Brand New,brand new bajaj,Colombo 3,https://ikman.lk/en/ad/bajaj-pulsar-n160-brand-new-2025-for-sale-colombo-511
Hero HF Deluxe Brand New 2026,"Rs 173,370",Hero,HF Deluxe,2026,100 cc,0 km,Motorbikes,Brand New,Brand New,Wellampitiya,https://ikman.lk/en/ad/hero-hf-deluxe-brand-new-2026-for-sale-colombo-1
Bajaj Pulsar N125 brand new 2025,"Rs 328,000",Bajaj,Pulsar N125,2025,125 cc,0 km,Motorbikes,Brand New,bajaj brand new,Rajagiriya,https://ikman.lk/en/ad/bajaj-pulsar-n125-brand-new-2025-for-sale-colombo-68
Bajaj Pulsar N125 brand new 2025,"Rs 328,000",Bajaj,Pulsar N125,2025,125 cc,0 km,Motorbikes,Brand New,brand new bajaj,Kolonnawa,https://ikman.lk/en/ad/bajaj-pulsar-n125-brand-new-2025-for-sale-colombo-69
Bajaj Discover 125 brand new 2025,"Rs 326,000",Bajaj,Discover 125,2025,125 cc,0 km,Motorbikes,Brand New,bajaj brand new,Kolonnawa,https://ikman.lk/en/ad/bajaj-discover-125-brand-new-2025-for-sale-colombo-1075
Bajaj Discover 125 brand new 2025,"Rs 331,000",Bajaj,Discover 125,2025,125 cc,0 km,Motorbikes,Brand New,brand new bajaj,Colombo 8,https://ikman.lk/en/ad/bajaj-discover-125-brand-new-2025-for-sale-colombo-1074
Bajaj CT100 brand new 2025,"Rs 259,000",Bajaj,CT100,2025,100 cc,0 km,Motorbikes,Brand New,brand new bajaj,Wellampitiya,https://ikman.lk/en/ad/bajaj-ct100-brand-new-2025-for-sale-colombo-2075
Bajaj CT100 brand new 2025,"Rs 264,000",Bajaj,CT100,2025,100 cc,0 km,Motorbikes,Brand New,bajaj brand new,Colombo 9,https://ikman.lk/en/ad/bajaj-ct100-brand-new-2025-for-sale-colombo-2074
Yamaha DT 1995,"Rs 175,000",Yamaha,DT,1995,125 cc,"100,000 km",Motorbikes,Used,,Mount Lavinia,https://ikman.lk/en/ad/yamaha-dt-1995-for-sale-colombo-12
Honda Jade 2012,"Rs 1,170,000",Honda,Jade,2012,250 cc,"65,000 km",Motorbikes,Used,jade,Kuliyapitiya,https://ikman.lk/en/ad/honda-jade-2012-for-sale-kurunegala-95
Bajaj Pulsar 135 2015,"Rs 360,000",Bajaj,Pulsar 135,2015,135 cc,"37,750 km",Motorbikes,Used,2015,Kamburupitiya,https://ikman.lk/en/ad/bajaj-pulsar-135-2015-2015-for-sale-matara
Honda PCX160 2025,"Rs 2,025,000",Honda,PCX160,2025,160 cc,0 km,Scooters,Brand New,,Kurunegala City,https://ikman.lk/en/ad/honda-pcx160-2025-for-sale-kurunegala-18
Honda Super Club 1990,"Rs 70,000",Honda,Super Club,1990,90 cc,"140,000 km",Motorbikes,Used,1990,Ragama,https://ikman.lk/en/ad/honda-super-club-1985-1990-for-sale-gampaha
Hero Passion Plus 2007,"Rs 165,000",Hero,Passion Plus,2007,100 cc,"75,000 km",Motorbikes,Used,,Kinniya,https://ikman.lk/en/ad/hero-passion-plus-2007-for-sale-trincomalee-30
Suzuki Choi Nori 2021,"Rs 110,000",Suzuki,Other Model,2021,48 cc,"25,000 km",Scooters,Used,Choi Nori,Hakmana,https://ikman.lk/en/ad/suzuki-choi-nori-2021-for-sale-matara
NWOW WSP Black 2026,"Rs 370,000",NWOW,WSP,2026,48 cc,"1,500 km",E-bikes,Used,Black,Negombo,https://ikman.lk/en/ad/nwow-wsp-black-2026-for-sale-gampaha
Honda Hornet Chassis 100 2010,"Rs 1,545,000",Honda,Hornet,2010,250 cc,"56,283 km",Motorbikes,Used,Chassis 100,Galagedara,https://ikman.lk/en/ad/honda-hornet-chassis-100-2010-for-sale-kandy
TVS XL Super 2018,"Rs 180,000",TVS,XL Super,2018,70 cc,"35,000 km",Scooters,Used,2018,Jaffna City,https://ikman.lk/en/ad/tvs-xl-super-2018-for-sale-jaffna
TVS Sport 110 2025,"Rs 185,000",TVS,Sport,2025,110 cc,0 km,Motorbikes,Brand New,110,Talagala,https://ikman.lk/en/ad/tvs-sport-110-2025-for-sale-kalutara-61
TVS Sport 110 2025,"Rs 185,000",TVS,Sport,2025,110 cc,0 km,Motorbikes,Brand New,110,Bandaragama,https://ikman.lk/en/ad/tvs-sport-110-2025-for-sale-kalutara-62
Honda PCX160 2025,"Rs 1,950,000",Honda,PCX160,2025,160 cc,0 km,Scooters,Brand New,,Kadawatha,https://ikman.lk/en/ad/honda-pcx160-2025-for-sale-gampaha-37
TVS Sport 110 2025,"Rs 185,000",TVS,Sport,2025,110 cc,0 km,Motorbikes,Brand New,Tvs Sport 110,Colombo 7,https://ikman.lk/en/ad/tvs-sport-110-2025-for-sale-colombo-223
Honda Activa 2018,"Rs 410,000",Honda,Activa,2018,110 cc,"71,593 km",Scooters,Used,Honda,Kandy City,https://ikman.lk/en/ad/honda-activa-i-2018-for-sale-kandy
TVS Sport 110 2025,"Rs 185,000",TVS,Sport,2025,110 cc,0 km,Motorbikes,Brand New,110,Padukka,https://ikman.lk/en/ad/tvs-sport-110-2025-for-sale-colombo-224
TVS Ntorq 2026,"Rs 55,700",TVS,Ntorq,2026,125 cc,0 km,Scooters,Brand New,Ntorq ,Panadura,https://ikman.lk/en/ad/tvs-ntorq-2026-for-sale-kalutara-114
Honda Activa 2018,"Rs 410,000",Honda,Activa,2018,110 cc,"71,593 km",Scooters,Used,Honda,Kandy City,https://ikman.lk/en/ad/honda-activa-i-2018-for-sale-kandy
TVS Sport 110 2025,"Rs 185,000",TVS,Sport,2025,110 cc,0 km,Motorbikes,Brand New,110,Padukka,https://ikman.lk/en/ad/tvs-sport-110-2025-for-sale-colombo-224
Bajaj Discover 125 Brand New 2025,"Rs 252,110",Bajaj,Discover 125,2025,125 cc,0 km,Motorbikes,Brand New,Brand New,Moratuwa,https://ikman.lk/en/ad/bajaj-discover-125-brand-new-2025-for-sale-colombo-1076
Bajaj Pulsar 135 2015,"Rs 340,000",Bajaj,Pulsar 135,2015,135 cc,"67,000 km",Motorbikes,Used,pulsar 135,Panadura,https://ikman.lk/en/ad/bajaj-pulsar-135-2015-for-sale-kalutara-473
Yadea T5 2025,"Rs 350,000",Yadea,T5,2025,100 cc,"5,170 km",E-bikes,Used,,Beliatta,https://ikman.lk/en/ad/yadea-t5-2025-for-sale-hambantota-10
TVS Sport 110 2025,"Rs 185,000",TVS,Sport,2025,110 cc,0 km,Motorbikes,Brand New,110,Maharagama,https://ikman.lk/en/ad/tvs-sport-110-2025-for-sale-colombo-225
Bajaj Pulsar N160 USD 2025,"Rs 416,110",Bajaj,Pulsar N160,2025,160 cc,0 km,Motorbikes,Brand New,USD,Moratuwa,https://ikman.lk/en/ad/bajaj-pulsar-n160-usd-2025-for-sale-colombo-28
TVS Sport 110 2025,"Rs 185,000",TVS,Sport,2025,110 cc,0 km,Motorbikes,Brand New,110,Hanwella,https://ikman.lk/en/ad/tvs-sport-110-2025-for-sale-colombo-226
TVS Sport 110 2025,"Rs 185,000",TVS,Sport,2025,110 cc,0 km,Motorbikes,Brand New,110,Godagama,https://ikman.lk/en/ad/tvs-sport-110-2025-for-sale-colombo-227
Bajaj Pulsar N160 USD 2025,"Rs 416,110",Bajaj,Pulsar N160,2025,160 cc,0 km,Motorbikes,Brand New,USD,Moratuwa,https://ikman.lk/en/ad/bajaj-pulsar-n160-usd-2025-for-sale-colombo-29
Bajaj Pulsar NS200 EFI 2025,"Rs 490,110",Bajaj,Pulsar NS200,2025,200 cc,0 km,Motorbikes,Brand New,EFI,Moratuwa,https://ikman.lk/en/ad/bajaj-pulsar-ns200-efi-2025-for-sale-colombo-6
TVS Sport 110 2025,"Rs 185,000",TVS,Sport,2025,110 cc,0 km,Motorbikes,Brand New,110,Kottawa,https://ikman.lk/en/ad/tvs-sport-110-2025-for-sale-colombo-228
TVS Sport 110 2025,"Rs 185,000",TVS,Sport,2025,110 cc,0 km,Motorbikes,Brand New,110,Meegoda,https://ikman.lk/en/ad/tvs-sport-110-2025-for-sale-colombo-229
Yamaha Ray ZR 2026,"Rs 270,000",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,,Wattala,https://ikman.lk/en/ad/yamaha-ray-zr-2026-for-sale-gampaha-25
Bajaj Pulsar N160 Brand New 2025,"Rs 370,110",Bajaj,Pulsar N160,2025,160 cc,0 km,Motorbikes,Brand New,Brand New,Moratuwa,https://ikman.lk/en/ad/bajaj-pulsar-n160-brand-new-2025-for-sale-colombo-509
TVS Sport 110 2025,"Rs 185,000",TVS,Sport,2025,110 cc,0 km,Motorbikes,Brand New,110,Homagama,https://ikman.lk/en/ad/tvs-sport-110-2025-for-sale-colombo-230
TVS Sport 110 2026,"Rs 185,000",TVS,Sport,2026,125 cc,0 km,Motorbikes,Brand New,110,Maharagama,https://ikman.lk/en/ad/tvs-sport-110-2026-for-sale-colombo-367
Bajaj Pulsar N160 Brand New 2025,"Rs 370,110",Bajaj,Pulsar N160,2025,160 cc,0 km,Motorbikes,Used,Brand New,Moratuwa,https://ikman.lk/en/ad/bajaj-pulsar-n160-brand-new-2025-for-sale-colombo-510
Bajaj CT100 Brand New 2025,"Rs 185,610",Bajaj,CT100,2025,100 cc,0 km,Motorbikes,Brand New,Brand New,Moratuwa,https://ikman.lk/en/ad/bajaj-ct100-brand-new-2025-for-sale-colombo-2076
Bajaj CT100 Brand New 2025,"Rs 185,610",Bajaj,CT100,2025,100 cc,0 km,Motorbikes,Brand New,Brand New,Moratuwa,https://ikman.lk/en/ad/bajaj-ct100-brand-new-2025-for-sale-colombo-2077
Bajaj Discover 125 2025,"Rs 325,975",Bajaj,Discover 125,2025,125 cc,0 km,Motorbikes,Brand New,,Negombo,https://ikman.lk/en/ad/bajaj-discover-125-2025-for-sale-gampaha-238
Honda Twister 2015,"Rs 195,000",Honda,Twister,2015,110 cc,"39,000 km",Motorbikes,Used,,Piliyandala,https://ikman.lk/en/ad/honda-twister-2015-for-sale-colombo-135
Bajaj Pulsar 150 2012,"Rs 435,000",Bajaj,Pulsar 150,2012,150 cc,"51,000 km",Motorbikes,Used,,Anuradhapura City,https://ikman.lk/en/ad/bajaj-pulsar-150-2012-for-sale-anuradhapura-343
Yamaha Ray ZR 2026,"Rs 269,998",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,,Kiribathgoda,https://ikman.lk/en/ad/yamaha-ray-zr-2026-for-sale-gampaha-24
Yamaha Ray ZR 2026,"Rs 270,000",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,,Ja-Ela,https://ikman.lk/en/ad/yamaha-ray-zr-2026-for-sale-gampaha-22
TVS Raider 125 2026,"Rs 157,000",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Panadura,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-kalutara-153
Bajaj CT100 2024,"Rs 550,000",Bajaj,CT100,2024,100 cc,"6,714 km",Motorbikes,Used,,Colombo 10,https://ikman.lk/en/ad/bajaj-ct100-2024-for-sale-colombo-3085
Yamaha Ray ZR 2026,"Rs 269,999",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,,Ganemulla,https://ikman.lk/en/ad/yamaha-ray-zr-2026-for-sale-gampaha-23
Yamaha Ray ZR Brand New 2026,"Rs 269,998",Yamaha,Ray ZR,2026,113 cc,1 km,Scooters,Brand New,Brand New,Kiribathgoda,https://ikman.lk/en/ad/yamaha-ray-zr-brand-new-2026-for-sale-gampaha-16
Yamaha Ray ZR 2026,"Rs 269,500",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,,Ragama,https://ikman.lk/en/ad/yamaha-ray-zr-2026-for-sale-gampaha-21
Bajaj Pulsar 135 2012,"Rs 350,000",Bajaj,Pulsar 135,2012,135 cc,"27,970 km",Motorbikes,Used,Bajaj,Kandy City,https://ikman.lk/en/ad/bajaj-pulsar-135-xe-2012-for-sale-kandy
Yamaha Ray ZR 2026,"Rs 269,990",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,,Kadawatha,https://ikman.lk/en/ad/yamaha-ray-zr-2026-for-sale-gampaha-20
Yamaha Ray ZR 2026,"Rs 270,000",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,,Wattala,https://ikman.lk/en/ad/yamaha-ray-zr-2026-for-sale-gampaha-19
Yamaha Ray ZR 2026,"Rs 269,900",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,,Kelaniya,https://ikman.lk/en/ad/yamaha-ray-zr-2026-for-sale-gampaha-18
Honda Super Club 2010,"Rs 450,000",Honda,Super Club,2010,110 cc,"22,123 km",Motorbikes,Used,,Negombo,https://ikman.lk/en/ad/honda-super-club-2010-for-sale-gampaha
Bajaj CT100 ES 2025,"Rs 258,000",Bajaj,CT100,2025,10 cc,0 km,Motorbikes,Brand New,ES,Negombo,https://ikman.lk/en/ad/bajaj-ct100-es-2025-for-sale-gampaha-103
Yamaha Ray ZR 2026,"Rs 269,988",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,,Kiribathgoda,https://ikman.lk/en/ad/yamaha-ray-zr-2026-for-sale-gampaha-17
Yamaha Ray ZR 2026,"Rs 269,000",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,,Ganemulla,https://ikman.lk/en/ad/yamaha-ray-zr-2026-for-sale-gampaha-16
Yamaha Ray ZR 2026,"Rs 269,998",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,,Ja-Ela,https://ikman.lk/en/ad/yamaha-ray-zr-2026-for-sale-gampaha-15
Yamaha Ray ZR 2026,"Rs 270,000",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,,Ragama,https://ikman.lk/en/ad/yamaha-ray-zr-2026-for-sale-gampaha-14
Yamaha Ray ZR 2026,"Rs 269,999",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,,Kadawatha,https://ikman.lk/en/ad/yamaha-ray-zr-2026-for-sale-gampaha-13
Honda Dio 2017,"Rs 560,000",Honda,Dio,2017,110 cc,"40,000 km",Scooters,Used,2017,Deniyaya,https://ikman.lk/en/ad/honda-dio-2017-for-sale-matara-1176
Bajaj Platina 2010,"Rs 320,000",Bajaj,Platina,2010,125 cc,"68,000 km",Motorbikes,Used,,Ambalantota,https://ikman.lk/en/ad/bajaj-platina-2010-for-sale-hambantota-178
Suzuki Volty 2007,"Rs 720,000",Suzuki,Volty,2007,250 cc,"142,000 km",Motorbikes,Used,,Anuradhapura City,https://ikman.lk/en/ad/suzuki-volty-2007-for-sale-anuradhapura-1
TVS Ntorq 125 Racing Edition 2020,"Rs 610,000",TVS,Ntorq 125,2020,125 cc,"46,000 km",Scooters,Used,Racing Edition,Beruwala,https://ikman.lk/en/ad/tvs-ntorq-125-racing-edition-2020-for-sale-kalutara-8
Hero Karizma ZMR 2012,"Rs 420,000",Hero,Karizma ZMR,2012,223 cc,"50,000 km",Motorbikes,Used,,Wellampitiya,https://ikman.lk/en/ad/hero-karizma-zmr-2012-for-sale-colombo-2
TVS Ntorq 2024,"Rs 125,000",TVS,Ntorq,2024,125 cc,"25,000 km",Scooters,Used,2024,Piliyandala,https://ikman.lk/en/ad/tvs-ntorq-2024-for-sale-colombo-3259
Bajaj CT100 2026,"Rs 184,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,,Wattala,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-gampaha-433
Bajaj CT100 2026,"Rs 577,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,,Kiribathgoda,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-gampaha-431
Honda CB Shine 2026,"Rs 710,000",Honda,CB Shine,2026,125 cc,0 km,Motorbikes,Brand New,2026,Jaffna City,https://ikman.lk/en/ad/honda-cb-shine-bs-vi-125-2026-for-sale-jaffna
Bajaj Discover 125 2007,"Rs 250,000",Bajaj,Discover 125,2007,125 cc,"40,000 km",Motorbikes,Used,,Kadugannawa,https://ikman.lk/en/ad/bajaj-discover-125-2007-for-sale-kandy-681
TVS Raider 125 2026,"Rs 156,990",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Athurugiriya,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-350
Bajaj Pulsar N125 Brand new 2026,"Rs 255,000",Bajaj,Pulsar N125,2026,125 cc,0 km,Motorbikes,Brand New,Brand new N125,Mount Lavinia,https://ikman.lk/en/ad/bajaj-pulsar-n125-brand-new-2026-for-sale-colombo-59
TVS Wego 2012,"Rs 265,000",TVS,Wego,2012,110 cc,"41,351 km",Scooters,Used,,Ambalangoda,https://ikman.lk/en/ad/tvs-wego-2012-for-sale-galle-192
Hero Xoom I3s EFI 110 2026,"Rs 357,950",Hero,Xoom I3s,2026,110 cc,0 km,Scooters,Brand New,EFI 110,Colombo 3,https://ikman.lk/en/ad/hero-xoom-i3s-efi-110-2026-for-sale-colombo-2
Bajaj Discover 125 Brand New 2026,"Rs 198,245",Bajaj,Discover 125,2026,125 cc,0 km,Motorbikes,Brand New,Brand New,Colombo 15,https://ikman.lk/en/ad/bajaj-discover-125-brand-new-2026-for-sale-colombo-74
TVS Apache RTR 160 2018,"Rs 205,000",TVS,Apache,2018,160 cc,"39,000 km",Motorbikes,Used,RTR 160,Piliyandala,https://ikman.lk/en/ad/tvs-apache-rtr-160-2018-for-sale-colombo-44
Hero Xtreme 125R Black 2026,"Rs 233,000",Hero,Xtreme 125R,2026,125 cc,2 km,Motorbikes,Brand New,Black,Gampaha City,https://ikman.lk/en/ad/hero-xtreme-125r-black-2026-for-sale-gampaha-5
Hero Hunk 160R 2026,"Rs 454,950",Hero,Hunk 160R,2026,160 cc,0 km,Motorbikes,Brand New,2026,Colombo 3,https://ikman.lk/en/ad/hero-hunk-160r-2026-for-sale-colombo-24
Yamaha Ray ZR speed Really 2019,"Rs 515,000",Yamaha,Ray ZR,2019,125 cc,"69,500 km",Scooters,Used,Yamaha speed Really ,Narammala,https://ikman.lk/en/ad/yamaha-ray-zr-speed-really-2019-for-sale-kurunegala-1
Bajaj Pulsar 150 2010,"Rs 400,000",Bajaj,Pulsar 150,2010,150 cc,"35,000 km",Motorbikes,Used,150,Nugegoda,https://ikman.lk/en/ad/bajaj-pulsar-150-palser-2010-for-sale-colombo
Yamaha FZ S Ver 2 2018,"Rs 260,000",Yamaha,FZ S,2018,150 cc,"38,000 km",Motorbikes,Used,Ver 2 ,Piliyandala,https://ikman.lk/en/ad/yamaha-fz-s-ver-2-2018-for-sale-colombo-9
Suzuki Gixxer 2019,"Rs 180,000",Suzuki,Gixxer,2019,150 cc,"38,000 km",Motorbikes,Used,2019,Kesbewa,https://ikman.lk/en/ad/suzuki-gixxer-double-disc-2019-for-sale-colombo
Hero Maestro Edge 2018,"Rs 140,000",Hero,Maestro Edge,2018,110 cc,"38,000 km",Scooters,Used,,Piliyandala,https://ikman.lk/en/ad/hero-maestro-edge-2018-for-sale-colombo-1380
Bajaj Pulsar NS200 Brand New 2025,"Rs 490,110",Bajaj,Pulsar NS200,2025,200 cc,0 km,Motorbikes,Brand New,Brand New,Moratuwa,https://ikman.lk/en/ad/bajaj-pulsar-ns200-brand-new-2025-for-sale-colombo-224
TVS Scooty Pep+ 2007,"Rs 145,000",TVS,Scooty Pep+,2007,90 cc,"33,179 km",Scooters,Used,,Piliyandala,https://ikman.lk/en/ad/tvs-scooty-pep-2007-for-sale-colombo-452
Bajaj Pulsar NS200 Brand New 2025,"Rs 490,110",Bajaj,Pulsar NS200,2025,200 cc,0 km,Motorbikes,Brand New,Brand New,Moratuwa,https://ikman.lk/en/ad/bajaj-pulsar-ns200-brand-new-2025-for-sale-colombo-225
Bajaj Discover 125 2017,"Rs 60,000",Bajaj,Discover 125,2017,125 cc,"65,000 km",Motorbikes,Used,,Piliyandala,https://ikman.lk/en/ad/bajaj-discover-125-2017-for-sale-colombo-548
